,index,Package,Date,Low Price,High Price,price,month
378,1630,1 1/9 bushel cartons,9/23/17,18.0,22.0,16.2,9
379,1642,1/2 bushel cartons,9/24/16,17.0,18.0,35.0,9
380,1643,1/2 bushel cartons,10/1/16,18.0,18.0,36.0,10
381,1644,1/2 bushel cartons,10/1/16,17.0,18.0,35.0,10
382,1645,1/2 bushel cartons,10/8/16,15.0,15.0,30.0,10
383,1646,1/2 bushel cartons,10/15/16,15.0,18.0,33.0,10
384,1647,1/2 bushel cartons,10/22/16,16.0,18.0,34.0,10
385,1648,1/2 bushel cartons,10/29/16,16.0,18.0,34.0,10
386,1649,1/2 bushel cartons,11/5/16,16.0,18.0,34.0,11
387,1650,1/2 bushel cartons,8/26/17,18.0,20.0,38.0,8
388,1651,1/2 bushel cartons,9/16/17,16.0,16.0,32.0,9
389,1652,1/2 bushel cartons,9/23/17,15.0,16.0,31.0,9
390,1653,1/2 bushel cartons,9/30/17,15.0,18.0,33.0,9
391,1719,1/2 bushel cartons,9/26/16,15.0,15.0,30.0,9
392,1720,1/2 bushel cartons,9/26/16,15.0,15.0,30.0,9
393,1721,1/2 bushel cartons,9/26/16,15.75,15.75,31.5,9
394,1722,1/2 bushel cartons,9/26/16,12.5,12.5,25.0,9
395,1723,1/2 bushel cartons,9/27/16,15.0,15.0,30.0,9
396,1724,1/2 bushel cartons,9/27/16,15.0,15.0,30.0,9
397,1725,1/2 bushel cartons,9/27/16,15.0,15.75,30.75,9
398,1726,1/2 bushel cartons,9/27/16,12.5,15.0,27.5,9
399,1727,1/2 bushel cartons,9/28/16,15.0,15.0,30.0,9
400,1728,1/2 bushel cartons,9/28/16,15.0,15.0,30.0,9
401,1729,1/2 bushel cartons,9/28/16,15.0,15.75,30.75,9
402,1730,1/2 bushel cartons,9/28/16,12.5,15.0,27.5,9
403,1731,1/2 bushel cartons,9/29/16,15.0,15.0,30.0,9
404,1732,1/2 bushel cartons,9/29/16,15.0,15.0,30.0,9
405,1733,1/2 bushel cartons,9/29/16,13.75,15.0,28.75,9
406,1734,1/2 bushel cartons,9/29/16,10.75,15.0,25.75,9
407,1735,1/2 bushel cartons,9/29/16,12.0,12.0,24.0,9
408,1736,1/2 bushel cartons,9/29/16,12.0,12.0,24.0,9
409,1737,1/2 bushel cartons,9/30/16,15.0,15.0,30.0,9
410,1738,1/2 bushel cartons,9/30/16,15.0,15.0,30.0,9
411,1739,1/2 bushel cartons,9/30/16,13.75,15.0,28.75,9
412,1740,1/2 bushel cartons,9/30/16,10.75,15.0,25.75,9
413,1741,1/2 bushel cartons,9/30/16,12.0,12.0,24.0,9
414,1742,1/2 bushel cartons,9/30/16,12.0,12.0,24.0,9
